source_id	teff_gspphot	logg_gspphot	mh_gspphot	azero_gspphot	teff_gspspec	logg_gspspec	mh_gspspec
6703436216593259648	9998.968	3.6879	-0.8745	0.127			
6712203374413793536	6565.9985	4.0326	-0.3877	0.0607	6647.0	4.27	-0.18
6879791456413579776	6482.5854	3.788	-0.4361	0.3166			
6897651987715450880					6228.0	3.87	-0.15
155064266601357184	7380.8374	4.0194	-0.9777	0.7337			
421336605280282240	4985.072	2.8334	-0.0703	0.4267	4885.0	2.44	0.01
464668186732616448	17641.705	2.6428	-0.4964	1.6829			
610786886847386112					4556.0	1.93	-0.41
1102660560359306368	4886.7183	2.6162	-0.089	0.239	4754.0	2.08	-0.17
1669191008972346624							
1810019069614550400					4649.0	2.07	-0.09
1817840892244816768	4611.7734	2.1501	0.1711	0.5471	4279.0	1.38	-0.1
1826253908584521344							
2023326490071713536	5614.733	3.602	-0.0967	1.134	5052.0	3.25	-0.35
2072914361405683456	6560.3926	4.2537	-0.2507	0.0805	6684.0	4.39	-0.28
2072961193713463168	5422.5264	2.4289	-0.5805	1.381			
2110727390898940672	9989.772	3.9809	-1.27	0.0851	7938.0	4.59	-2.2
2384462767819752320	5058.4824	2.6297	-0.1273	0.3762	4738.0	2.25	-0.23
2620133739384530048					3770.0	0.77	-0.28
2937783473288204928					4570.0	1.83	-0.12
3069969819191436032					4404.0	1.74	0.03
3111072656218936448	4527.5054	1.7902	-0.0236	1.2008			
3218638462875568384	5843.2666	3.8985	-0.2906	0.0101	6104.0	4.2	-0.09
3240647795150149248	6059.6274	4.0744	-0.27	0.0285	6439.0	4.39	-0.09
3329220058136574592	5751.3706	4.248	0.0939	0.0075	5919.0	4.1	0.32
3330542976783011968	7855.879	4.192	-0.0664	0.1571			
3338123658479551360	7886.152	3.6905	-0.5261	0.6782			
3413204222300352384					4556.0	1.82	-0.26
3432462477698053504	9676.467	3.9097	-1.0024	0.1714	8355.0	4.31	-1.78
3446688925509187456							
4041664182402742784							
4104924824410112256	6693.769	1.8782	-0.5198	1.4413	6680.0	2.18	0.13
4105513750298878848					4865.0	-0.49	0.08
4124661848378336640					4250.0	1.5	-0.13
4177968852106688256							
4288492001467565696							
4385067261673347456	6467.635	3.8683	-0.7332	0.0623			
4450180512065384576	4779.551	2.8339	-0.4081	0.0004	4908.0	2.81	0.01
4479540663691523456	5419.5264	3.3087	-0.129	0.4204	5043.0	2.94	-0.46
4535638610234665216					4668.0	2.31	-0.15
4585042382086623744	4413.4385	1.8543	0.0786	1.2708	4043.0	1.06	-0.3
4651614615714446976	6041.1133	4.0592	-0.3654	0.0597	6037.0	4.0	-0.21
5268615633018714496					3801.0	0.65	-0.72
5335810430732804352							
5547409038320895360							
5751097072046680448	5255.733	2.3512	-0.3883	0.0979	5030.0	2.08	-0.21
5797378059092836864							
5822023749681671936	9999.786	3.7876	-0.9374	0.0223			
5952234341891006080							
5998595077891840256	6532.454	4.2131	-0.2996	0.001	3175.0	4.95	
6007493184966011264					3780.0	0.77	-0.32
6035449298908854656	4645.5947	2.3173	-0.4798	0.5301	4722.0	2.15	-0.13
6093439466289875456	6771.4893	3.7672	-0.5187	0.4109	6319.0	3.12	
6094686278114775552	6908.4062	4.0366	-0.5863	0.0273			
6106555574852390272	4830.2993	2.7783	0.2454	0.3955	4547.0	2.12	0.05
6314165734066885376					4287.0	1.7	-0.03
6488430669144023040					4439.0	1.73	-0.29
6583221731239294080	5830.1577	4.358	-0.2651	0.0001	5905.0	4.7	-0.14
6593087099318441856					4117.0	4.84	-0.56
6708414118048702720	6740.3276	4.0527	-0.2397	0.001	5754.0	3.57	-1.34
6848427165674957440							
